Treads|Time|Energy|CO2eq|travelled
2|0:01:06|0,0049|2,3478|0,0218
4|0:00:42|0,0033|1,5832|0,0147
6|0:00:35|0,0030|1,4069|0,0131
8|0:00:34|0,0028|1,3473|0,0125
10|0:00:33|0,0029|1,3927|0,0130
12|0:00:33|0,0030|1,4150|0,0132
14|0:00:28|0,0026|1,2373|0,0115
16|0:00:26|0,0024|1,1629|0,0108
18|0:00:23|0,0023|1,0899|0,0101
20|0:00:22|0,0022|1,0413|0,0097
22|0:00:19|0,0020|0,9574|0,0089
24|0:00:18|0,0020|0,9270|0,0086
26|0:00:21|0,0022|1,0559|0,0098
28|0:00:21|0,0022|1,0452|0,0097
30|0:00:21|0,0022|1,0505|0,0098
32|0:00:24|0,0025|1,1745|0,0109
34|0:00:24|0,0025|1,1783|0,0110
36|0:00:24|0,0024|1,1627|0,0108
38|0:00:24|0,0025|1,1781|0,0110
40|0:00:21|0,0023|1,0785|0,0100
42|0:00:22|0,0024|1,1166|0,0104
44|0:00:21|0,0023|1,0820|0,0101
46|0:00:20|0,0022|1,0615|0,0099
48|0:00:20|0,0023|1,0725|0,0100
