Treads|Time|Energy|CO2eq|travelled
2|0:04:16|0,0187|8,8983|0,0828
4|0:03:05|0,0145|6,8664|0,0639
6|0:02:44|0,0134|6,3475|0,0590
8|0:02:35|0,0131|6,2015|0,0577
10|0:02:31|0,0131|6,2380|0,0580
12|0:02:29|0,0132|6,2720|0,0583
14|0:02:05|0,0115|5,4446|0,0506
16|0:01:47|0,0103|4,9158|0,0457
18|0:01:37|0,0098|4,6582|0,0433
20|0:01:25|0,0090|4,2766|0,0398
22|0:01:16|0,0084|3,9851|0,0371
24|0:01:12|0,0081|3,8588|0,0359
26|0:01:22|0,0091|4,3123|0,0401
28|0:01:25|0,0094|4,4538|0,0414
30|0:01:25|0,0094|4,4756|0,0416
32|0:01:31|0,0101|4,7972|0,0446
34|0:01:39|0,0108|5,1276|0,0477
36|0:01:36|0,0105|4,9912|0,0464
38|0:01:31|0,0100|4,7593|0,0443
40|0:01:28|0,0098|4,6547|0,0433
42|0:01:25|0,0095|4,5078|0,0419
44|0:01:18|0,0088|4,1949|0,0390
46|0:01:18|0,0087|4,1520|0,0386
48|0:01:13|0,0083|3,9388|0,0366
